지역, 학교명, 1학년 학급수, 1학년 학생수, 2학년 학급수, 2학년 학생수, 3학년 학급수, 3학년 학생수
서울특별시 강남구,국립국악고등학교,5,150,5,149,5,143
서울특별시 성북구,서울대학교사범대학부설고등학교,8,239,8,228,8,270
서울특별시 금천구,국립전통예술고등학교,6,182,6,174,6,169
서울특별시 송파구,가락고등학교,11,282,11,262,11,288
서울특별시 강동구,강동고등학교,8,210,8,183,8,221
서울특별시 양천구,강서고등학교,12,342,12,301,12,328
서울특별시 강남구,개포고등학교,10,199,10,194,10,250
서울특별시 광진구,건국대학교사범대학부속고등학교,12,359,12,335,12,380
서울특별시 강남구,경기고등학교,14,382,14,386,14,426
서울특별시 강남구,경기여자고등학교,13,371,13,339,14,413
서울특별시 성북구,경동고등학교,7,171,8,151,8,183
서울특별시 동작구,경문고등학교,8,173,8,186,8,229
서울특별시 종로구,경복고등학교,11,237,11,261,11,321
서울특별시 강서구,경복여자고등학교,8,237,8,229,8,252
서울특별시 마포구,경성고등학교,8,229,8,218,8,241
서울특별시 종로구,경신고등학교,9,183,9,206,9,256
서울특별시 구로구,경인고등학교,13,363,13,360,13,427
서울특별시 동대문구,경희고등학교,8,258,8,250,8,244
서울특별시 동대문구,경희여자고등학교,7,161,8,152,8,187
서울특별시 성북구,계성고등학교,10,291,10,282,10,325
서울특별시 성북구,고려대학교사범대학부속고등학교,9,259,9,231,9,284
서울특별시 구로구,고척고등학교,9,247,9,250,9,296
서울특별시 강서구,공항고등학교,8,196,8,170,8,167
서울특별시 영등포구,관악고등학교,9,242,9,208,9,234
서울특별시 광진구,광남고등학교,14,378,14,347,15,407
서울특별시 강동구,광문고등학교,13,354,13,340,13,374
서울특별시 마포구,광성고등학교,9,261,9,211,9,248
서울특별시 관악구,광신고등학교,9,183,9,191,9,218
서울특별시 광진구,광양고등학교,8,175,8,160,8,190
서울특별시 양천구,광영고등학교,13,273,13,284,13,301
서울특별시 양천구,광영여자고등학교,13,329,13,321,13,342
서울특별시 구로구,구로고등학교,11,300,11,275,11,309
서울특별시 구로구,구일고등학교,10,273,10,242,10,281
서울특별시 강남구,압구정고등학교,10,207,10,194,10,228
서울특별시 양천구,금옥여자고등학교,9,223,9,217,10,248
서울특별시 금천구,금천고등학교,10,236,10,233,10,259
서울특별시 관악구,남강고등학교,10,226,11,248,11,270
서울특별시 노원구,노원고등학교,9,196,9,187,9,205
서울특별시 강남구,단국대학교사범대학부속고등학교,13,378,13,346,13,379
서울특별시 관악구,당곡고등학교,9,255,10,260,10,259
서울특별시 동대문구,대광고등학교,9,320,10,320,10,317
서울특별시 은평구,대성고등학교,10,292,10,260,10,323
서울특별시 종로구,대신고등학교,9,208,9,224,9,241
서울특별시 영등포구,대영고등학교,9,241,9,208,9,248
서울특별시 광진구,대원고등학교,10,278,10,235,10,301
서울특별시 광진구,대원여자고등학교,9,239,9,226,10,244
서울특별시 강서구,대일고등학교,14,358,14,355,14,402
서울특별시 노원구,대진고등학교,13,369,13,342,13,388
서울특별시 노원구,대진여자고등학교,13,349,13,324,13,376
서울특별시 강남구,대진디자인고등학교,9,235,9,203,9,224
서울특별시 종로구,덕성여자고등학교,9,231,9,200,9,259
서울특별시 강서구,덕원여자고등학교,14,401,14,365,14,421
서울특별시 금천구,독산고등학교,8,183,8,188,8,215
서울특별시 동대문구,동국대학교사범대학부속고등학교,11,306,11,294,11,349
서울특별시 서초구,동덕여자고등학교,13,338,13,291,13,367
서울특별시 은평구,동명여자고등학교,12,354,12,335,12,393
서울특별시 강동구,동북고등학교,14,356,14,352,15,412
서울특별시 종로구,동성고등학교,9,257,11,290,11,310
서울특별시 금천구,동일여자고등학교,10,201,11,209,11,254
서울특별시 금천구,동일여자상업고등학교,12,290,12,273,12,247
서울특별시 동작구,동작고등학교,9,244,9,218,9,239
서울특별시 강동구,둔촌고등학교,10,247,10,214,10,259
서울특별시 강서구,마포고등학교,10,304,10,292,10,308
서울특별시 중랑구,면목고등학교,9,192,9,191,9,231
서울특별시 강서구,명덕고등학교,11,294,11,249,11,285
서울특별시 강서구,명덕여자고등학교,14,405,14,363,14,428
서울특별시 광진구,동국대학교사범대학부속여자고등학교,10,215,10,211,10,245
서울특별시 강동구,명일여자고등학교,9,172,9,168,9,187
서울특별시 서대문구,명지고등학교,15,447,15,457,15,510
서울특별시 성동구,무학여자고등학교,10,203,10,240,10,242
서울특별시 관악구,서울문영여자고등학교,9,229,9,198,9,215
서울특별시 금천구,문일고등학교,12,282,12,320,12,340
서울특별시 관악구,미림여자고등학교,8,158,8,169,8,192
서울특별시 서초구,반포고등학교,10,298,10,272,10,295
서울특별시 송파구,배명고등학교,11,304,11,288,11,301
서울특별시 용산구,배문고등학교,7,131,8,107,8,152
서울특별시 강동구,배재고등학교,13,424,13,454,13,429
서울특별시 종로구,배화여자고등학교,9,222,9,193,9,255
서울특별시 양천구,백암고등학교,12,325,12,320,12,366
서울특별시 송파구,보성고등학교,11,318,11,304,11,355
서울특별시 용산구,보성여자고등학교,7,167,7,173,7,206
서울특별시 관악구,삼성고등학교,6,130,7,143,7,163
서울특별시 노원구,상계고등학교,11,279,11,266,12,315
서울특별시 종로구,상명대학교사범대학부속여자고등학교,7,157,7,121,8,150
서울특별시 노원구,상명고등학교,11,299,11,277,11,320
서울특별시 서초구,상문고등학교,14,411,14,380,14,421
서울특별시 강동구,상일여자고등학교,12,185,12,161,12,241
서울특별시 노원구,서라벌고등학교,14,388,14,366,15,467
서울특별시 서초구,서문여자고등학교,13,315,13,279,13,372
서울특별시 서초구,서울고등학교,14,438,14,422,14,477
서울특별시 관악구,서울미술고등학교,5,199,5,195,5,197
서울특별시 강남구,서울세종고등학교,9,204,9,171,9,221
서울특별시 마포구,서울여자고등학교,10,298,10,233,10,294
서울특별시 송파구,서울체육고등학교,4,140,4,132,4,136
서울특별시 서초구,서초고등학교,11,285,11,288,11,319
서울특별시 성북구,석관고등학교,9,241,9,207,9,269
서울특별시 도봉구,선덕고등학교,11,376,11,378,12,412
서울특별시 은평구,선일여자고등학교,10,259,11,232,11,247
서울특별시 은평구,선정고등학교,13,394,13,367,13,410
서울특별시 동작구,성남고등학교,12,353,12,328,12,369
서울특별시 중구,성동고등학교,8,168,8,143,8,154
서울특별시 관악구,성보고등학교,9,238,9,221,9,275
서울특별시 성북구,성신여자고등학교,10,251,10,251,10,313
서울특별시 용산구,성심여자고등학교,8,189,8,161,8,236
서울특별시 서초구,세화고등학교,12,346,12,389,12,389
서울특별시 서초구,세화여자고등학교,12,338,12,386,12,390
서울특별시 중랑구,송곡고등학교,10,231,10,228,10,247
서울특별시 중랑구,송곡여자고등학교,10,247,10,235,10,250
서울특별시 동작구,수도여자고등학교,10,286,10,298,10,318
서울특별시 노원구,수락고등학교,9,186,9,187,9,228
서울특별시 강남구,숙명여자고등학교,14,384,14,389,15,466
서울특별시 마포구,숭문고등학교,8,208,8,178,8,239
서울특별시 은평구,숭실고등학교,12,357,12,339,12,389
서울특별시 동작구,숭의여자고등학교,9,275,9,272,9,290
서울특별시 용산구,신광여자고등학교,5,96,5,102,6,112
서울특별시 관악구,신림고등학교,7,167,7,172,7,179
서울특별시 양천구,신목고등학교,13,371,13,368,14,432
서울특별시 강북구,신일고등학교,11,351,11,327,11,355
서울특별시 서초구,양재고등학교,11,287,11,285,11,297
서울특별시 양천구,양정고등학교,12,346,12,381,12,400
서울특별시 양천구,양천고등학교,11,311,11,311,11,352
서울특별시 양천구,목동고등학교,15,393,15,320,15,388
서울특별시 서초구,언남고등학교,10,196,10,184,10,207
서울특별시 영등포구,여의도고등학교,10,246,10,245,10,283
서울특별시 영등포구,여의도여자고등학교,9,207,9,217,9,259
서울특별시 노원구,염광고등학교,10,255,10,241,10,286
서울특별시 강남구,영동고등학교,13,300,13,256,13,327
서울특별시 송파구,영동일고등학교,12,340,12,326,12,367
서울특별시 동작구,영등포고등학교,8,188,8,178,8,198
서울특별시 영등포구,영등포여자고등학교,8,147,8,160,8,190
서울특별시 관악구,영락고등학교,7,150,7,151,7,150
서울특별시 양천구,서울영상고등학교,6,157,6,148,6,152
서울특별시 영등포구,영신고등학교,9,201,9,190,9,227
서울특별시 노원구,영신여자고등학교,12,308,12,262,12,293
서울특별시 강서구,영일고등학교,12,296,12,295,12,392
서울특별시 송파구,영파여자고등학교,12,292,13,279,13,320
서울특별시 강북구,영훈고등학교,12,349,12,338,12,384
서울특별시 은평구,예일여자고등학교,12,324,12,334,12,333
서울특별시 송파구,오금고등학교,11,318,11,305,11,353
서울특별시 구로구,오류고등학교,8,157,8,129,8,113
서울특별시 용산구,오산고등학교,8,174,8,176,8,218
서울특별시 성북구,용문고등학교,11,323,11,290,11,345
서울특별시 용산구,용산고등학교,13,350,13,358,14,371
서울특별시 노원구,용화여자고등학교,13,276,13,299,13,341
서울특별시 구로구,우신고등학교,9,222,9,237,9,279
서울특별시 강남구,은광여자고등학교,10,253,10,249,10,252
서울특별시 은평구,은평메디텍고등학교,8,177,7,133,8,167
서울특별시 중구,이화여자고등학교,12,389,12,410,12,427
서울특별시 서대문구,이화여자대학교사범대학부속이화금란고등학교,12,363,12,369,12,400
서울특별시 서대문구,인창고등학교,8,224,8,215,8,218
서울특별시 관악구,인헌고등학교,8,178,8,166,8,192
서울특별시 광진구,자양고등학교,11,281,11,249,11,285
서울특별시 송파구,잠신고등학교,11,231,11,228,11,262
서울특별시 송파구,잠실고등학교,10,211,10,192,10,238
서울특별시 송파구,잠실여자고등학교,13,338,13,278,13,322
서울특별시 중구,장충고등학교,6,136,7,129,7,129
서울특별시 영등포구,장훈고등학교,11,322,11,305,12,306
서울특별시 노원구,재현고등학교,12,336,12,313,12,373
서울특별시 송파구,정신여자고등학교,12,365,12,322,12,392
서울특별시 도봉구,정의여자고등학교,12,266,12,260,12,349
서울특별시 용산구,중경고등학교,7,143,7,143,7,154
서울특별시 강남구,중동고등학교,12,367,12,398,12,399
서울특별시 강남구,중산고등학교,12,329,12,229,12,322
서울특별시 종로구,중앙고등학교,10,312,10,334,10,329
서울특별시 강남구,중앙대학교사범대학부속고등학교,12,337,12,319,12,352
서울특별시 서대문구,중앙여자고등학교,7,171,8,161,8,229
서울특별시 중랑구,중화고등학교,8,192,8,175,8,209
서울특별시 양천구,진명여자고등학교,15,435,15,445,15,508
서울특별시 강남구,진선여자고등학교,11,314,11,299,11,366
서울특별시 송파구,창덕여자고등학교,10,158,11,147,12,228
서울특별시 도봉구,창동고등학교,13,360,13,351,14,398
서울특별시 강북구,창문여자고등학교,12,343,12,292,12,333
서울특별시 강남구,청담고등학교,10,190,10,171,10,227
서울특별시 동대문구,청량고등학교,11,263,11,260,11,307
서울특별시 노원구,청원고등학교,15,403,15,417,15,476
서울특별시 노원구,청원여자고등학교,13,334,13,339,13,391
서울특별시 은평구,충암고등학교,13,380,13,337,13,353
서울특별시 중랑구,태릉고등학교,9,237,9,230,9,262
서울특별시 강남구,풍문고등학교,12,296,12,251,12,273
서울특별시 양천구,한가람고등학교,8,249,8,283,8,281
서울특별시 영등포구,한강미디어고등학교,8,209,8,197,8,199
서울특별시 강서구,한광고등학교,4,40,4,66,5,114
서울특별시 노원구,한국삼육고등학교,6,164,6,169,6,161
서울특별시 강서구,한서고등학교,9,219,9,210,9,239
서울특별시 서대문구,한성고등학교,8,180,9,171,9,221
서울특별시 성북구,한성여자고등학교,9,247,9,232,9,278
서울특별시 성동구,한양대학교사범대학부속고등학교,11,329,12,396,12,404
서울특별시 강동구,한영고등학교,14,405,14,397,14,432
서울특별시 강남구,현대고등학교,12,347,12,394,12,404
서울특별시 노원구,혜성여자고등학교,12,335,12,323,12,384
서울특별시 중랑구,혜원여자고등학교,10,226,10,221,10,248
서울특별시 강북구,혜화여자고등학교,9,230,9,196,9,240
서울특별시 성북구,홍익대학교사범대학부속고등학교,6,127,6,95,7,109
서울특별시 마포구,홍익대학교사범대학부속여자고등학교,8,236,8,242,8,274
서울특별시 강서구,화곡고등학교,10,277,10,278,10,283
서울특별시 중구,환일고등학교,10,244,10,242,10,276
서울특별시 동대문구,휘경여자고등학교,11,285,11,273,11,293
서울특별시 강남구,휘문고등학교,14,407,14,454,14,458
서울특별시 종로구,서울과학고등학교,8,128,8,125,8,123
서울특별시 서대문구,한성과학고등학교,7,138,7,143,6,98
서울특별시 광진구,대원외국어고등학교,10,252,10,249,10,274
서울특별시 성북구,대일외국어고등학교,10,244,10,254,10,253
서울특별시 강서구,명덕외국어고등학교,10,239,10,242,10,249
서울특별시 도봉구,서울외국어고등학교,10,220,10,221,10,207
서울특별시 중구,이화여자외국어고등학교,6,136,6,139,6,128
서울특별시 강동구,한영외국어고등학교,10,222,10,224,10,216
서울특별시 강남구,서울로봇고등학교,8,159,8,151,8,150
서울특별시 강서구,강서공업고등학교,8,205,8,191,8,190
서울특별시 노원구,경기기계공업고등학교,17,425,17,330,17,395
서울특별시 노원구,광운전자공업고등학교,10,234,10,218,10,258
서울특별시 강남구,단국공업고등학교,5,78,5,72,5,86
서울특별시 구로구,덕일전자공업고등학교,4,92,4,83,4,103
서울특별시 마포구,서울디자인고등학교,13,338,11,250,10,249
서울특별시 강서구,동양고등학교,7,146,8,156,8,181
서울특별시 성동구,서울방송고등학교,7,182,7,175,7,167
서울특별시 강동구,상일미디어고등학교,11,289,11,275,10,250
서울특별시 노원구,미래산업과학고등학교,8,208,8,185,8,198
서울특별시 동작구,서울공업고등학교,19,497,19,469,19,480
서울특별시 용산구,서울디지텍고등학교,4,104,4,87,3,71
서울특별시 용산구,서울디지텍고등학교,0,0,1,19,3,77
서울특별시 성북구,서울도시과학기술고등학교,7,140,7,134,7,130
서울특별시 중구,성동공업고등학교,12,311,12,285,11,272
서울특별시 성동구,성수공업고등학교,6,80,8,133,9,159
서울특별시 송파구,송파공업고등학교,8,189,8,163,8,178
서울특별시 강남구,수도전기공업고등학교,10,201,10,197,10,196
서울특별시 은평구,신진과학기술고등학교,8,197,8,188,8,199
서울특별시 강서구,영등포공업고등학교,5,108,6,134,8,158
서울특별시 용산구,용산공업고등학교,11,277,11,246,11,253
서울특별시 구로구,유한공업고등학교,8,201,8,204,8,199
서울특별시 노원구,서울아이티고등학교,10,235,10,236,10,247
서울특별시 노원구,인덕공업고등학교,10,245,10,236,10,227
서울특별시 중구,한양공업고등학교,12,309,12,302,12,300
서울특별시 동대문구,휘경공업고등학교,9,104,9,106,11,192
서울특별시 종로구,경기상업고등학교,5,77,5,93,10,149
서울특별시 중구,경기여자상업고등학교,5,111,5,125,5,122
서울특별시 성북구,동구마케팅고등학교,10,226,10,227,10,250
서울특별시 강동구,서울컨벤션고등학교,10,260,10,251,10,246
서울특별시 관악구,서울여자상업고등학교,10,260,10,245,10,257
서울특별시 은평구,선일이비즈니스고등학교,9,209,9,209,9,212
서울특별시 강동구,성덕고등학교,8,233,8,224,8,247
서울특별시 강서구,신정여자상업고등학교,7,126,9,168,10,198
서울특별시 관악구,영락의료과학고등학교,6,131,6,103,6,122
서울특별시 송파구,일신여자상업고등학교,13,295,15,332,15,372
서울특별시 동대문구,정화여자상업고등학교,6,104,6,103,7,127
서울특별시 동대문구,해성국제컨벤션고등학교,9,216,9,206,9,213
서울특별시 마포구,홍익디자인고등학교,5,130,5,128,5,124
서울특별시 은평구,선정국제관광고등학교,5,119,5,105,5,115
서울특별시 중구,성동글로벌경영고등학교,9,202,9,193,10,241
서울특별시 도봉구,세그루패션디자인고등학교,8,188,8,157,8,187
서울특별시 노원구,영신간호비즈니스고등학교,9,221,9,181,9,195
서울특별시 은평구,예일디자인고등학교,8,211,8,200,8,202
서울특별시 강서구,덕원예술고등학교,5,201,5,191,5,199
서울특별시 종로구,서울예술고등학교,10,359,10,364,10,367
서울특별시 광진구,선화예술고등학교,9,371,9,362,9,359
서울특별시 강서구,경복비즈니스고등학교,9,217,9,211,9,221
서울특별시 성북구,고명경영고등학교,7,171,5,94,6,58
서울특별시 관악구,서울관광고등학교,9,237,10,241,10,241
서울특별시 관악구,광신정보산업고등학교,6,112,4,78,6,109
서울특별시 구로구,예림디자인고등학교,6,146,6,97,6,126
서울특별시 중구,대경상업고등학교,8,203,8,184,8,183
서울특별시 종로구,대동세무고등학교,10,260,10,256,10,256
서울특별시 양천구,대일관광고등학교,7,162,8,173,8,195
서울특별시 성동구,덕수고등학교,7,134,12,196,16,335
서울특별시 도봉구,서울문화고등학교,10,202,9,174,10,207
서울특별시 은평구,동명여자정보산업고등학교,5,116,5,102,5,123
서울특별시 관악구,미림여자정보과학고등학교,6,120,6,108,6,109
서울특별시 송파구,보인고등학교,12,363,12,382,12,371
서울특별시 구로구,서서울생활과학고등학교,13,333,13,294,13,307
서울특별시 양천구,서울금융고등학교,9,129,6,72,7,109
서울특별시 종로구,서일국제경영고등학교,5,120,5,76,5,71
서울특별시 강북구,성암국제무역고등학교,8,192,8,188,8,181
서울특별시 강서구,서울항공비즈니스고등학교,8,161,8,180,12,255
서울특별시 중랑구,송곡관광고등학교,7,168,7,169,7,175
서울특별시 노원구,염광여자메디텍고등학교,7,166,7,159,7,172
서울특별시 중랑구,이화여자대학교병설미디어고등학교,8,209,8,201,8,186
서울특별시 노원구,동산정보산업고등학교,14,331,15,341,15,320
서울특별시 강서구,화곡보건경영고등학교,8,166,8,173,8,147
서울특별시 중구,리라아트고등학교,6,154,6,149,6,152
서울특별시 서초구,서울전자고등학교,6,95,5,94,8,168
서울특별시 용산구,선린인터넷고등학교,12,312,12,297,12,295
서울특별시 은평구,세명컴퓨터고등학교,9,233,8,197,8,200
서울특별시 마포구,한세사이버보안고등학교,5,125,5,115,5,124
서울특별시 도봉구,누원고등학교,7,144,8,156,8,180
서울특별시 송파구,방산고등학교,11,275,11,271,11,303
서울특별시 중랑구,신현고등학교,8,186,8,190,8,215
서울특별시 도봉구,자운고등학교,10,230,10,216,10,281
서울특별시 도봉구,도봉고등학교,5,91,5,80,7,94
서울특별시 강서구,등촌고등학교,9,192,9,183,9,224
서울특별시 성동구,경일고등학교,6,113,6,117,7,137
서울특별시 영등포구,선유고등학교,8,195,8,166,8,210
서울특별시 노원구,월계고등학교,9,174,9,186,9,216
서울특별시 노원구,불암고등학교,11,278,11,279,11,315
서울특별시 강서구,세현고등학교,8,186,8,188,8,209
서울특별시 양천구,신서고등학교,7,171,7,178,7,201
서울특별시 도봉구,효문고등학교,7,159,8,148,8,191
서울특별시 중랑구,원묵고등학교,9,227,9,232,9,263
서울특별시 마포구,상암고등학교,10,294,10,293,10,338
서울특별시 종로구,서울국제고등학교,6,159,6,148,6,143
서울특별시 송파구,문정고등학교,9,244,9,240,9,271
서울특별시 구로구,세종과학고등학교,8,162,8,163,7,118
서울특별시 구로구,구현고등학교,9,230,9,224,9,283
서울특별시 강북구,삼각산고등학교,8,201,8,200,9,224
서울특별시 구로구,신도림고등학교,8,197,8,210,8,252
서울특별시 강동구,강일고등학교,8,176,8,161,8,171
서울특별시 성동구,성수고등학교,8,166,8,165,8,172
서울특별시 송파구,문현고등학교,8,221,8,225,8,248
서울특별시 은평구,진관고등학교,10,272,10,243,10,253
서울특별시 관악구,구암고등학교,7,202,8,193,8,221
서울특별시 은평구,신도고등학교,8,190,8,195,8,209
서울특별시 동대문구,해성여자고등학교,8,226,8,209,8,222
서울특별시 강북구,미양고등학교,7,194,7,173,7,182
서울특별시 강동구,선사고등학교,8,188,8,183,8,203
서울특별시 송파구,잠일고등학교,7,127,7,125,7,139
서울특별시 동대문구,휘봉고등학교,6,126,7,140,7,163
서울특별시 강서구,수명고등학교,8,190,8,187,8,200
서울특별시 은평구,은평고등학교,7,173,7,165,7,180
서울특별시 구로구,서울공연예술고등학교,7,259,7,262,7,261
서울특별시 서대문구,가재울고등학교,8,205,8,216,8,247
서울특별시 은평구,하나고등학교,8,206,8,206,8,205
서울특별시 성동구,금호고등학교,7,141,7,149,7,165
서울특별시 성동구,도선고등학교,7,145,7,162,8,183
서울특별시 성북구,경동고등학교부설방송통신고등학교,5,104,5,120,5,110
서울특별시 종로구,경복고등학교부설방송통신고등학교,6,172,6,149,6,152
서울특별시 동작구,수도여자고등학교부설방송통신고등학교,4,90,3,72,3,62
서울특별시 동작구,영등포고등학교부설방송통신고등학교,4,79,4,90,5,109
서울특별시 강남구,경기여자고등학교부설방송통신고등학교,5,129,5,120,5,103
부산광역시 금정구,부산대학교사범대학부설고등학교,9,244,9,246,10,265
부산광역시 해운대구,부산기계공업고등학교,15,306,15,302,15,297
부산광역시 영도구,부산해사고등학교,8,162,8,152,8,143
부산광역시 부산진구,가야고등학교,8,173,8,172,9,197
부산광역시 부산진구,개금고등학교,7,149,7,145,7,150
부산광역시 사하구,건국고등학교,7,140,7,161,8,169
부산광역시 서구,경남고등학교,8,180,8,195,8,197
부산광역시 부산진구,경남공업고등학교,10,221,10,213,10,247
부산광역시 서구,부경고등학교,7,161,7,159,8,194
부산광역시 동구,경남여자고등학교,8,209,8,206,9,235
부산광역시 서구,경성전자고등학교,6,106,7,119,7,158
부산광역시 부산진구,경원고등학교,8,195,8,195,8,201
부산광역시 강서구,경일고등학교,6,159,6,139,6,145
부산광역시 북구,경혜여자고등학교,8,160,8,146,9,185
부산광역시 연제구,계성여자상업고등학교,7,153,7,123,8,173
부산광역시 영도구,광명고등학교,6,108,6,108,7,154
부산광역시 사상구,구덕고등학교,7,162,7,170,8,212
부산광역시 동구,금성고등학교,7,129,7,127,8,165
부산광역시 동래구,금정고등학교,8,223,8,214,9,252
부산광역시 금정구,금정여자고등학교,7,161,7,154,7,187
부산광역시 금정구,금정전자공업고등학교,7,151,7,126,7,147
부산광역시 기장군,기장고등학교,11,344,11,329,11,368
부산광역시 북구,낙동고등학교,9,229,9,222,10,282
부산광역시 금정구,남산고등학교,9,206,9,202,9,232
부산광역시 중구,남성여자고등학교,8,180,8,175,9,198
부산광역시 금정구,내성고등학교,8,192,8,191,9,207
부산광역시 사하구,다대고등학교,8,210,8,211,9,251
부산광역시 사하구,대광발명과학고등학교,5,85,4,58,5,72
부산광역시 사상구,대덕여자고등학교,8,166,8,159,9,185
부산광역시 사하구,대동고등학교,9,222,9,226,11,261
부산광역시 동래구,대명여자고등학교,10,250,10,228,11,297
부산광역시 남구,대양전자통신고등학교,8,164,8,149,8,174
부산광역시 남구,대연고등학교,9,193,9,179,10,215
부산광역시 남구,부산세무고등학교,10,200,10,192,10,215
부산광역시 금정구,대진전자통신고등학교,10,224,10,215,10,241
부산광역시 부산진구,부산마케팅고등학교,10,224,10,207,10,238
부산광역시 강서구,덕문고등학교,2,45,2,49,2,50
부산광역시 수영구,덕문여자고등학교,11,241,11,224,12,306
부산광역시 동구,데레사여자고등학교,8,198,8,199,9,220
부산광역시 동래구,동래고등학교,9,261,9,271,10,317
부산광역시 금정구,동래여자고등학교,9,194,9,178,9,189
부산광역시 동래구,동래원예고등학교,7,162,7,150,7,165
부산광역시 북구,삼정고등학교,9,216,9,206,9,217
부산광역시 남구,동명공업고등학교,7,136,7,114,7,131
부산광역시 사하구,동아고등학교,11,273,11,276,11,269
부산광역시 사하구,동아공업고등학교,7,157,7,149,7,167
부산광역시 부산진구,동의공업고등학교,7,157,7,149,7,158
부산광역시 동래구,동인고등학교,10,260,10,247,11,287
부산광역시 중구,동주여자고등학교,7,167,7,164,8,207
부산광역시 남구,동천고등학교,10,222,10,205,11,246
부산광역시 부산진구,세정상업고등학교,8,179,8,159,8,179
부산광역시 북구,만덕고등학교,8,182,8,181,9,229
부산광역시 남구,문현여자고등학교,8,198,8,180,9,221
부산광역시 남구,배정고등학교,8,151,8,152,8,151
부산광역시 강서구,부산강서고등학교,7,160,7,143,8,179
부산광역시 동구,부산고등학교,8,159,8,165,8,176
부산광역시 남구,부산공업고등학교,10,222,10,217,10,248
부산광역시 부산진구,부산국제고등학교,8,170,8,170,8,169
부산광역시 영도구,부산남고등학교,6,112,6,117,6,141
부산광역시 수영구,부산남일고등학교,8,213,8,202,9,265
부산광역시 강서구,부산대저고등학교,4,91,4,96,5,122
부산광역시 부산진구,부산동고등학교,7,140,7,135,8,170
부산광역시 부산진구,부산동성고등학교,8,158,8,154,9,196
부산광역시 수영구,부산동여자고등학교,9,211,9,197,10,282
부산광역시 남구,한국조형예술고등학교,8,159,8,153,8,149
부산광역시 중구,부산디지털고등학교,7,135,6,87,7,106
부산광역시 강서구,부산산업과학고등학교,2,28,3,34,5,58
부산광역시 부산진구,개성고등학교,8,204,8,199,9,230
부산광역시 서구,부산서여자고등학교,8,200,8,188,8,208
부산광역시 사하구,부산여자고등학교,9,257,9,253,11,329
부산광역시 수영구,부산여자상업고등학교,10,218,10,202,10,226
부산광역시 영도구,부산영상예술고등학교,7,153,7,137,7,148
부산광역시 금정구,부산예술고등학교,10,376,10,386,10,394
부산광역시 연제구,부산외국어고등학교,10,245,10,234,10,242
부산광역시 사하구,부산자동차고등학교,6,120,6,119,6,109
부산광역시 기장군,부산장안고등학교,5,124,5,115,5,124
부산광역시 동래구,부산전자공업고등학교,10,226,10,220,10,244
부산광역시 부산진구,부산정보고등학교,10,225,10,204,10,210
부산광역시 남구,부산경영고등학교,5,63,5,67,7,125
부산광역시 금정구,부산정보관광고등학교,8,183,8,164,8,192
부산광역시 서구,부산관광고등학교,8,183,8,168,8,181
부산광역시 북구,부산백양고등학교,7,162,7,158,8,195
부산광역시 남구,부산중앙고등학교,8,179,8,168,7,164
부산광역시 동래구,부산중앙여자고등학교,9,268,9,243,10,304
부산광역시 부산진구,부산진고등학교,7,148,7,152,7,160
부산광역시 부산진구,부산진여자고등학교,8,202,8,192,10,259
부산광역시 부산진구,부산진여자상업고등학교,8,180,8,169,8,196
부산광역시 영도구,부산체육고등학교,3,105,3,99,3,95
부산광역시 동구,부산컴퓨터과학고등학교,10,222,10,212,10,236
부산광역시 남구,한얼고등학교,5,118,5,120,5,115
부산광역시 사하구,부일외국어고등학교,8,203,8,190,8,199
부산광역시 사하구,부일전자디자인고등학교,7,157,7,142,7,171
부산광역시 해운대구,부흥고등학교,10,291,10,304,10,338
부산광역시 금정구,브니엘고등학교,8,156,8,153,9,172
부산광역시 금정구,브니엘여자고등학교,6,101,6,110,6,98
부산광역시 금정구,브니엘예술고등학교,5,163,5,152,5,163
